score x y distance rotation

0.31109402 0.66067266 0.7552039 1.0034048409078886 1.8207984
0.44483396 0.70505404 0.7755806 1.0481538505427788 1.9167718
0.38311774 0.6745597 0.6859419 0.9620535657387678 1.964117
0.34143087 0.5192626 0.6954457 0.8679161103885191 1.4181657
0.5055154 0.53758496 0.69079816 0.8753283429576152 1.338769
0.53777605 0.543186 0.8244675 0.9873184218239045 1.3309969
0.39763433 0.6074856 0.72358537 0.9447827707115075 1.510994
0.41262975 0.6799314 0.71007895 0.983116920277933 2.13147
0.3769427 0.56101346 0.7040035 0.9001983304841163 1.5493944
0.47661647 0.6799147 0.7142493 0.9861217622823484 2.197768
0.32503083 0.5675933 0.72887796 0.9238101239698724 1.7475365
0.502063 0.5841334 0.77347755 0.9692674300953794 1.5374242
0.30562282 0.6644667 0.72583574 0.9840495464675313 1.4050496
0.30903375 0.5801444 0.7125155 0.9188284885849163 1.5714182
0.3380341 0.52856857 0.74655557 0.9147294374580326 1.846788
0.5940867 0.5538758 0.7873141 0.962622429133332 1.8207297
0.40344453 0.5425222 0.6894764 0.8773300618218914 1.6474471
0.45679256 0.571205 0.70376766 0.9064017201721286 1.7013204
0.58112574 0.6442534 0.78664774 1.0167974307175596 1.7908847
0.6978513 0.6523857 0.87727547 1.0932609009494765 1.5319527
0.60805947 0.6356716 0.8180615 1.0360033707655931 1.773137
0.49043676 0.5754256 0.6886125 0.8973861181641378 1.5094169
0.42783505 0.6683006 0.7796893 1.026908521238592 1.7404758
0.49176627 0.6670407 0.8707576 1.0968874482320647 1.9434408
0.30015472 0.6465272 0.7532892 0.9926943348034021 1.6739672
0.7528335 0.6578649 0.9406957 1.1479088221637923 1.6795986
0.53936976 0.63205874 0.7954883 1.0160215923950995 1.9276519
0.4215292 0.6564098 0.55681133 0.860762845304991 1.16636
0.37894577 0.6620734 0.8673816 1.0911883191901441 1.8344843
0.52105415 0.6667975 0.91416055 1.1315071740961822 2.024878
0.40056276 0.6978656 0.8598674 1.1074241893818133 1.8022045
0.30190134 0.6484368 0.63409907 0.9069464736735329 0.7336478
0.3919147 0.6168973 0.6773004 0.9161321244651784 1.3388146
0.5759944 0.5867351 0.7874357 0.9819944752656247 1.7222679
0.61052436 0.6288735 0.7967408 1.0150259745614512 1.89261
0.5120905 0.62241316 0.7849869 1.001799692523168 1.805057
0.44178778 0.64430875 0.800661 1.0277119835995545 1.8504193
0.55574566 0.57447845 0.5947784 0.8269140638839517 1.6956608
0.466071 0.5792001 0.6928263 0.9030398371580884 1.9686594
0.37663043 0.58668774 0.6847242 0.9016927377124694 1.7249177
0.3533442 0.5950189 0.7341993 0.9450376126711032 1.8826486
0.41880885 0.60343623 0.7317203 0.9484460770597809 1.5283962
0.39599678 0.6583127 0.725224 0.9794516284033886 1.9790199
0.39196494 0.616647 0.85980415 1.0580721763228313 1.7995507
0.5085049 0.568846 0.7006052 0.9024596697178352 1.4921927
0.37028864 0.56699574 0.7380012 0.9306610523667546 1.5112996
0.36619285 0.64328456 0.6664638 0.9262769635454818 1.6031561
0.526067 0.6013325 0.6975287 0.9209489859080581 1.1433003
0.32167324 0.630636 0.775906 0.9998659401678809 2.20056
0.31488758 0.55748 0.6530286 0.8586211626225622 1.082459
0.5099047 0.61623627 0.65173405 0.8969416895937271 1.0539961
0.3512015 0.59289014 0.7064079 0.9222423015716789 1.1353036
0.38217714 0.61377585 0.72478426 0.9497541950351079 1.1439807
0.43427405 0.5946917 0.5754096 0.8274988650403494 1.1345431
0.45737487 0.6461525 0.72047883 0.9677824295195904 1.587165
0.34473205 0.59089863 0.6279672 0.86226677298221 1.2226888
0.6421663 0.59527373 0.7101905 0.9266721728101844 1.1998639
0.411985 0.6618457 0.7707504 1.0159212120625558 1.6590741
0.50787663 0.58946943 0.6363917 0.8674494717088815 1.2373022
0.4102183 0.66794175 0.88839906 1.1114850461419807 1.6445954
0.45215523 0.6195588 0.65887904 0.9044195302085308 3.0816178
0.42540988 0.63058645 0.7713548 0.9963069313658979 1.0333915
0.35664803 0.6289092 0.65027875 0.9046486485494729 1.9507587
0.3155304 0.5682805 0.61326855 0.8360867233423096 1.3110894
0.5078454 0.66518027 0.7531902 1.0048682802148599 1.9592786
0.683346 0.60744804 0.7494666 0.9647244522535644 1.6639737
0.64391017 0.5696579 0.71634346 0.9152366400449291 1.6938896
0.6978859 0.64105076 0.86401314 1.0758553539674942 1.8307004
0.4818783 0.5232972 0.7000955 0.874055829859771 1.8852828
0.38464868 0.6618811 0.7851825 1.0269362653216785 1.7867198
0.6526653 0.584707 0.7773515 0.9727063453366953 1.9697232
0.5446744 0.690171 0.69993734 0.982979284547486 1.8766588
0.43111047 0.53248936 0.7824828 0.9464799591981635 1.7098317
0.37295252 0.67766005 0.7338624 0.9988879636788058 1.8873484
0.33969474 0.70436025 0.79659766 1.0633396309234617 1.8052952
0.74984705 0.57091326 0.78766316 0.9728079068632721 1.8267789
0.68927556 0.545033 0.7863415 0.9567621592358798 1.6883585
0.32612732 0.6379119 0.68080395 0.9329660452217501 1.3338584
0.5903158 0.61337185 0.8013404 1.009143925722174 1.6184603
0.42785883 0.6558384 0.84339905 1.068384703731688 1.7689227
0.6166528 0.5834358 0.7216773 0.9280169247469195 1.7977397
0.3196881 0.65292203 0.7646801 1.0055062572297833 1.5469909
0.5167608 0.629945 0.7258294 0.9610718113766381 1.5857352
0.4145692 0.6104158 0.7636525 0.9776362505149463 1.3942716
0.5441338 0.5825718 0.8110129 0.9985649123106884 1.453735
0.41283506 0.5430295 0.78552055 0.9549468716727598 1.8099002
0.37709898 0.5539975 0.7238343 0.9115093471238263 1.4348195
0.5534134 0.62167454 0.82697314 1.0345838583674631 1.4590771
0.44094887 0.5531588 0.818872 0.9881983484772048 1.6249965
0.4300043 0.5727773 0.8221243 1.0019791211181994 1.2788132
0.45613122 0.50901353 0.7890731 0.9390054060198402 1.5841811
0.30952743 0.5974765 0.6641397 0.8933418729241094 1.3261571
0.7189578 0.54854465 0.9968524 1.137811928203872 0.45850447
0.33776444 0.5077041 0.72005266 0.8810444233591811 1.2010665
0.7031773 0.5803327 0.9057183 1.0756912404332728 1.2812454
0.59179735 0.5758695 0.76940936 0.9610496393536381 3.096959
0.38203713 0.68690246 0.63914996 0.9382684419315206 1.9579958
0.83124447 0.65660083 0.95180047 1.1563082499909756 4.443044
0.30176845 0.63997006 0.615586 0.887979627680568 2.054794
0.8746498 0.62858737 0.8880197 1.0879802564203984 1.4522194
0.6503529 0.59526193 0.867603 1.0521747750809223 1.2434108
0.79834336 0.61203927 0.87063885 1.0642387524244104 1.6910683
0.431359 0.54737693 0.85343164 1.0138871216141672 1.2105854
0.39449114 0.6282995 0.7448847 0.9744811193438807 2.0346105
0.50341314 0.56011033 0.7849354 0.964285870708473 1.1806543
0.38944775 0.52079725 0.6798743 0.8564221369218583 1.9715843
0.6520582 0.6040312 0.70702505 0.9299129565328145 2.764441
0.5459674 0.66489375 0.72076005 0.9806012067953485 0.9076459
0.4526513 0.5200201 0.7700273 0.9291732391558327 2.159721
0.48350486 0.59395415 0.7580491 0.9630264279313238 2.5753493
0.37538436 0.5952984 0.7502901 0.9577658500325729 2.4004037
0.6862124 0.6218128 0.81610173 1.0259986455324688 2.3421698
0.5327648 0.6133443 0.7157466 0.9425945143019778 2.3881886
0.3664213 0.53984696 0.82361835 0.9847750380723262 1.9501004
0.3259591 0.57897514 0.8711936 1.0460356008878906 1.0377822
0.62147754 0.6450765 0.84790295 1.0653934350214098 2.1694465
0.3408 0.59173226 0.7797443 0.9788504996411533 1.8933551
0.42504305 0.57194275 0.6974339 0.9019603823125737 2.2304873
0.31631726 0.57026404 0.7994568 0.9820041868233239 2.0301807
0.3595151 0.58806574 0.8643724 1.04544767181489 1.8209654
0.35654202 0.5446726 0.7485058 0.9257046953571568 2.049599
0.6318179 0.5673874 0.90044177 1.0642949818018377 2.140863
0.37809446 0.5997312 0.7947845 0.995670602715546 2.0766933
0.34587738 0.55461645 0.8846039 1.0440898113680526 0.79506516
0.43275818 0.55173033 0.84716696 1.010988715877629 1.79549
0.37485617 0.65435016 0.772603 1.012467037653372 2.0358324
0.61835283 0.6046376 0.9500437 1.1261303838786834 1.5305622
0.54461884 0.6010011 0.92306453 1.1014764630421587 2.2117925
0.5874228 0.6235559 0.85841763 1.0609914504703568 1.6459732
0.3681635 0.7169912 0.7010792 1.002790313218497 2.8068008
0.42735475 0.61390865 0.9015827 1.0907498219936032 1.6303543
0.34851933 0.6780887 0.67742294 0.9584916163770871 2.6073146
0.6166549 0.5835118 0.7211333 0.92764178968522 1.8853908
0.3740926 0.5676787 0.8596427 1.0301672713553565 1.4978025
0.61725175 0.57977027 0.7218668 0.925864557952318 1.4427496
0.36563435 0.56844366 0.8469724 1.0200443657407892 1.6941481
0.5435071 0.62109685 0.8144925 1.0242848273872174 0.7954754
0.3222491 0.57211083 0.77755797 0.9653533948619207 1.6364702
0.73219085 0.6289449 0.85481244 1.061261521131974 -0.12617485
0.586866 0.64288706 0.9103835 1.114496257387212 1.236446
0.6665693 0.70713127 0.8160831 1.0798269466107846 -0.051103305
0.4940662 0.6097902 0.7355941 0.9554803855355951 2.5618057
0.40438572 0.6318626 0.7953651 1.0158031014024256 1.4007173
0.3333081 0.6570946 0.5228459 0.8397268524432051 2.8711596
0.6403703 0.6445044 0.82360315 1.0458049714598214 0.4065901
0.45010647 0.5750341 0.81843346 1.0002487588468105 4.485205
0.4008152 0.63939106 0.7515011 0.9866989496197073 3.7415037
0.34455496 0.58925134 0.7593358 0.9611493319119099 1.3416034
0.459919 0.6306946 0.70631295 0.9469180069022908 4.229698
0.36910564 0.53930545 0.7139946 0.894784150334424 1.5339541
0.41921476 0.57924247 0.7295131 0.9315101644152879 0.43007383
0.42551258 0.5900502 0.7957237 0.9906237436761922 1.4691503
0.49626386 0.6049826 0.8493003 1.0427439586690297 1.6670358
0.38894528 0.6235317 0.88300526 1.0809671836939387 1.4193077
0.5463676 0.5459617 0.73771435 0.9177671819921417 1.2669315
0.4790906 0.58674353 0.86844903 1.0480799785992132 1.3223516
0.4554792 0.59376806 0.70959014 0.9252452022734226 0.90969354
0.50760424 0.58867806 0.788366 0.983901863833497 1.7364703
0.46046865 0.6531147 0.6687643 0.9347750799176747 1.4247668
0.4021034 0.53648335 0.7057527 0.8865106817463638 1.9204707
0.34598467 0.610431 0.72330123 0.946462200060892 1.676478
0.40438703 0.56706184 0.76301426 0.9506576056472152 1.6526546
0.337141 0.6463439 0.607063 0.886727622907837 2.826975
0.45115334 0.57964045 0.8392478 1.0199607441397838 1.8644788
0.41048366 0.6671006 0.6185866 0.9097651349365696 1.5346379
0.31800517 0.6797168 0.57386965 0.8895736646164007 2.6958885
0.35709715 0.59836555 0.7555787 0.9638156123406981 1.7686914
0.3444152 0.6565877 0.63498884 0.913410247490158 2.4661546
0.30195233 0.58311933 0.68597823 0.9003301173998575 1.8392572
0.31822288 0.5821605 0.68058765 0.8956061489147149 2.1437876
0.37849367 0.6278186 0.76743627 0.9915213563920747 1.8513947
0.34382927 0.6144099 0.64622116 0.8916845544167616 2.3354042
0.43018714 0.6256394 0.6835689 0.92665586724838 1.2316761
0.4844825 0.59224033 0.72349834 0.9349857949386506 1.8395216
0.31857455 0.57337356 0.7355978 0.9326635538928169 2.102243
0.40833527 0.7060342 1.6874282 1.829179638908575 3.4722683
0.3970718 0.6328336 0.7789416 1.0036076795646798 1.2999606
0.5699991 0.6089115 0.7746511 0.9853210746955826 1.3244113
0.30996424 0.56238216 0.6943201 0.8935065918366 1.9575778
0.7403451 0.6193721 0.7883251 1.0025359423655908 4.701697
0.43721345 0.5464881 0.7874469 0.9584998248781175 2.0763333
0.464097 0.546464 0.74507105 0.923987989727422 1.9906061
0.5080807 0.60044235 0.83015966 1.0245467719129366 1.331266
0.3009122 0.5512404 0.87809813 1.0367846079234244 1.5210842
0.32656932 0.5662244 0.8033245 0.9828226474062234 0.7470642
0.5115117 0.5575901 0.7835524 0.9616969759201479 0.53512967
0.48959723 0.60301375 0.74875796 0.9613865369204455 0.27377802
0.5908607 0.58476335 0.918602 1.088934241997128 1.5505786
0.39663202 0.609009 0.77791697 0.987950808802444 1.5519052
0.5200208 0.60038805 0.9048972 1.085958027817163 1.4773985
0.53887117 0.6031946 0.8707496 1.0592679625143497 1.4290084
0.3798508 0.5889572 0.7663389 0.9665121873105945 1.4152427
0.54972315 0.6749514 0.82276565 1.0641910895400588 1.0324165
0.46916378 0.7438965 0.524532 0.9102284480589432 2.830055
0.7240522 0.56356376 0.84501135 1.0157009389804061 1.5359532
0.7107763 0.63452876 0.9299143 1.1257741172082765 1.3502294
0.3913238 0.60261345 0.7827752 0.987866401299954 1.5752416
0.5007009 0.50918764 0.71256006 0.8757932677452547 1.5577269
0.4430269 0.5521091 0.79202557 0.9654682624792204 1.5591798
0.46777332 0.5187403 0.720869 0.8881123888058603 1.5580002
0.534077 0.59159565 0.7499025 0.9551644627526765 1.5481696
0.30852398 0.55759007 0.76404876 0.9458737559370226 1.8338994
0.32350954 0.6605585 0.72912467 0.9838497637678304 2.171552
0.35269904 0.5980379 0.6246412 0.8647692874876036 1.9451734
0.31080118 0.60692394 0.5498833 0.818980052164771 0.09550677
0.35111836 0.5994323 0.6912319 0.9149429775667943 3.070387
0.46772227 0.5554645 0.8439313 1.010327122184551 1.6745167
0.6417224 0.63027036 0.60396594 0.8729350383224295 2.7283065
0.398306 0.5694591 0.793214 0.9764589788880903 2.5147457
0.55719113 0.53626704 0.80598825 0.9680906020494144 2.2400045
0.32468703 0.5731924 0.6938339 0.8999750001402153 1.8048221
0.31621113 0.60335106 0.6786309 0.9080596810548591 1.6495107
0.44209567 0.60909027 0.8579367 1.0521627087755558 1.879633
0.3383181 0.5517534 0.84802055 1.0117166879993766 0.0077416524
0.47920093 0.59805137 0.90368766 1.0836590252875478 1.4719605
0.42680386 0.57975477 0.8549823 1.0330103097569197 1.6020128
0.72170985 0.6131628 0.75395197 0.9718087422149033 2.45167
0.40658292 0.5777049 0.6471798 0.8675163264208636 1.4849063
0.31580976 0.58381516 0.6575715 0.879340882388467 2.7804897
0.46043903 0.5129059 0.6818581 0.8532308980869638 2.3231297
0.5643052 0.5278905 0.77304596 0.9360920824581417 2.5657825
0.43268868 0.49679846 0.7233491 0.8775207110077392 2.5148137
0.37720305 0.52068925 0.7763688 0.934807917606186 1.9474288
0.5391568 0.5285319 0.7682702 0.9325154673441562 2.5198941
0.40777087 0.48858863 0.679147 0.8366358326806643 1.4304652
0.55291694 0.5575566 0.8084758 0.9820908885681919 2.213151
0.4119711 0.5532454 0.73337954 0.9186544900672213 1.4172331
0.4617516 0.56921136 0.75874 0.9485188482299062 1.5231956
0.39292318 0.51828086 0.64351434 0.8262722234002428 2.2479398
0.77754647 0.59683204 0.8781787 1.0617939342070437 1.6407832
0.5294743 0.583497 0.7864408 0.9792639028006854 2.5290985
0.6483879 0.59624326 0.86560315 1.0510826954743022 1.377727
0.61174524 0.49798048 0.83084077 0.9686490283151309 2.3174608
0.665704 0.5811261 0.85787344 1.0361729649162184 2.3424976
0.339682 0.54441977 0.80163366 0.9690249883384288 1.530888
0.46150735 0.52745116 0.79649043 0.9553018943589742 2.5969222
0.46575168 0.52792156 0.6862361 0.8658066486680543 1.334373
