label,score,x,y,distance,rotation,frame
1,0.3026829,33.391727,8.70566,34.50791066462153,4.617138
1,0.39254132,26.363403,7.61874,27.44219888757379,4.8472333
1,0.30394512,26.34131,7.6217427,27.421808226414427,4.770058
1,0.3394,33.402187,8.720244,34.521714605402714,4.528693
1,0.34021005,26.357967,7.6278505,27.43950644001956,4.8402023
1,0.32770956,33.407665,8.835741,34.55636636069666,4.6518936
1,0.36940867,33.39937,8.740776,34.52417914031411,4.6915674
1,0.30836642,26.335646,7.6100826,27.413127388582577,4.73634
1,0.41048524,33.41338,8.721697,34.53291144193101,4.693021
1,0.3487998,26.355536,7.6273575,27.43703395995149,4.76391
0,0.7164012,3.3866298,-14.892406,15.272623259945698,3.7107093
1,0.32088232,26.37278,7.637305,27.456364083959432,4.8879313
1,0.38929072,26.373943,7.620436,27.45279484541089,4.8660917
0,0.68316275,37.877277,-1.9077214,37.92528859018,0.072907634
0,0.35173357,25.394203,14.051818,29.022734051031012,3.2197664
0,0.48956048,37.956707,-1.6927212,37.99443254342503,0.068272114
0,0.48278204,25.357283,13.23585,28.603837231996188,2.9843254
1,0.41084763,33.430355,8.606026,34.52031783964337,4.608632
1,0.40305468,26.364985,7.6226373,27.4447998902456,4.7743907
0,0.37619877,4.3992324,0.506836,4.428332462983099,2.7917452
0,0.6714649,37.860703,-1.8503537,37.90589093245023,0.025291197
0,0.4744461,25.364847,13.065286,28.532037229008026,-0.047106456
1,0.32051596,33.40497,8.730554,34.52700942570631,4.4597473
1,0.35100734,33.41427,8.838842,34.56354188642094,4.6094155
0,0.34213358,37.85538,-1.9044069,37.90325337238134,3.1520426
1,0.32168207,26.353428,7.589165,27.42441672693332,4.7961955
1,0.3008318,33.413044,8.742729,34.53790412415123,4.739243
1,0.4234685,26.376825,7.6223216,27.456087320611275,4.873164
0,0.33637983,29.308865,-7.1064043,30.158091750753645,3.765463
0,0.4813507,0.9594988,-6.737132,6.805114942893054,3.1686196
1,0.3862136,33.41654,8.81669,34.560078817207035,4.6692944
0,0.3415626,25.482443,13.285394,28.737721350482342,-0.13057445
1,0.31822884,26.326685,7.7316937,27.43853994149641,4.734501
1,0.30658782,33.40377,8.8418865,34.554172609491935,4.534786
1,0.30265072,33.425293,8.714331,34.542579801397835,4.642555
0,0.39647752,9.305524,10.997495,14.406167383846622,5.2983885
1,0.36855945,26.35242,7.6168876,27.431132696548005,4.7443433
1,0.38932014,33.417202,8.7297,34.53863043300212,4.827511
1,0.3852346,26.363855,7.622153,27.443580040680164,4.739694
0,0.5430368,2.7537892,-2.0424378,3.428543073673164,1.7504642
0,0.42732283,37.9834,-1.7982925,38.02594393449524,3.0111513
1,0.31194636,33.40304,8.722771,34.523178496708915,4.7454505
1,0.3203736,33.52376,8.726174,34.64085405314439,1.511727
1,0.31389597,33.445107,8.617061,34.53735628985211,4.797146
0,0.39419943,3.8565834,-2.4390569,4.563138525190008,3.653247
1,0.38841006,33.395454,8.729064,34.517428653643584,4.6349516
0,0.48376527,25.34907,14.107786,29.010428822558794,3.0434737
1,0.30186045,26.32797,7.7512,27.44527580591057,4.7328887
0,0.34444177,37.859352,-1.9094197,37.90747209231562,-0.10580887
1,0.33959478,26.35132,7.6292605,27.43351449022083,4.707544
1,0.3520503,33.396496,8.717443,34.515499448051415,4.6561384
1,0.30351183,26.319113,7.736309,27.432574479587675,4.620048
1,0.32346073,26.33385,7.6366386,27.418787664522796,4.736311
0,0.33284503,4.5303397,-2.7787921,5.314664870827603,0.38197985
1,0.36472985,33.422935,8.732381,34.544857330270595,4.636797
0,0.43067163,38.02431,-1.7485085,38.064491558119165,0.013416978
1,0.40141925,26.35667,7.6035037,27.43150316192418,4.6851673
0,0.3206166,3.3207521,2.0207546,3.887266862262902,2.8913684
1,0.30002975,33.40542,8.718874,34.524495592237656,4.585685
0,0.4345027,3.776943,2.0793073,4.311475106786022,2.75604
1,0.30817375,33.4227,8.746768,34.548267158742924,4.781193
1,0.34123465,33.412243,8.751519,34.53935495946074,4.6593933
1,0.32283515,26.358,7.6060863,27.43349557908179,4.8330455
0,0.6872139,25.208391,14.401697,29.032255978601306,3.0518103
0,0.34798142,37.857437,-1.8891677,37.904544801402935,3.0778189
1,0.32508054,5.3567834,2.3541782,5.85126326525447,1.4304211
0,0.45793334,37.89161,-1.829624,37.93575598338921,3.2196846
1,0.34013563,6.389627,-2.6540956,6.918927324981029,3.0803442
0,0.31646255,37.864536,-1.8038874,37.90748175296748,0.048004404
1,0.3079109,33.38468,8.741098,34.51005429807739,4.2472787
1,0.30166152,26.337568,7.6087046,27.41459238231131,4.687381
